,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
790,06/07/2024,2024-06-09,LEMONGRASS,Food & Drink,Sale,-9.91,,,
791,06/05/2024,2024-06-06,COSTCO GAS #0488,Gas,Sale,-37.55,,,
792,06/05/2024,2024-06-05,Payment Thank You - Web,,Payment,1151.59,,,
793,06/04/2024,2024-06-05,GOOGLE *YouTubePremium,Entertainment,Sale,-7.99,,,
794,06/04/2024,2024-06-04,SQ *KURA REVOLVING SUSHI,Food & Drink,Sale,-74.13,,,
795,06/02/2024,2024-06-04,SHELL OIL 12622529001,Gas,Sale,-15.13,,,
796,06/03/2024,2024-06-04,SQ *BOBA BAR,Food & Drink,Sale,-16.01,,,
797,06/03/2024,2024-06-03,CRUNCHYROLL *TRIAL,Bills & Utilities,Sale,-11.99,,,
798,05/31/2024,2024-06-02,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-20.58,,,
799,06/01/2024,2024-06-02,TST* EL VIEJON SEAFOOD,Food & Drink,Sale,-34.7,,,
