,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
397,01/04/2025,2025-01-06,HERTZ #0190310,Travel,Sale,-201.53,,,
398,01/05/2025,2025-01-06,DD/BR #336628 Q35,Food & Drink,Sale,-26.52,,,
399,01/04/2025,2025-01-06,SUNOCO 8000226902,Gas,Sale,-26.94,,,
400,01/04/2025,2025-01-06,HYATT PLACE,Travel,Sale,-209.14,,,
401,01/04/2025,2025-01-06,HYATT PLACE,Travel,Sale,-209.14,,,
402,01/04/2025,2025-01-06,SENECA ONE STOP #030,Gas,Sale,-22.0,,,
403,01/04/2025,2025-01-06,GULF OIL 92037307,Gas,Sale,-10.0,,,
404,01/03/2025,2025-01-05,T J MAXX #1239,Shopping,Sale,-67.55,,,
405,01/04/2025,2025-01-05,LIBERTY FARM,Groceries,Sale,-32.3,,,
406,01/03/2025,2025-01-05,FUJI GRILL NIAGARA FALL,Food & Drink,Sale,-100.0,,,
407,01/03/2025,2025-01-05,HYATT PLACE,Travel,Sale,-418.28,,,
408,01/04/2025,2025-01-05,GOOGLE *YouTubePremium,Bills & Utilities,Sale,-7.99,,,
409,01/03/2025,2025-01-05,T J MAXX #1239,Shopping,Sale,-77.12,,,
410,01/02/2025,2025-01-05,DENNY'S #8194,Food & Drink,Sale,-131.99,,,
411,01/04/2025,2025-01-05,SUNOCO 8002479601,Gas,Sale,-10.98,,,
412,01/03/2025,2025-01-03,DRBOYDS.COM,Personal,Sale,-435.0,,,
413,01/01/2025,2025-01-03,INSOMNIA COOKIES -PENN,Food & Drink,Sale,-10.6,,,
414,01/02/2025,2025-01-03,MIRABITO77 FRONT ST- 11,Gas,Sale,-18.57,,,
415,01/01/2025,2025-01-02,SQ *ICHIRAN USA.  INC.,Food & Drink,Sale,-15.24,,,
416,01/01/2025,2025-01-02,SQ *ICHIRAN USA.  INC.,Food & Drink,Sale,-128.47,,,
417,12/31/2024,2025-01-01,HY ATTRACTIONS MANAGER,Entertainment,Sale,-43.56,,,
418,12/31/2024,2025-01-01,SQ *ACCESSORY PALACE,Groceries,Sale,-17.41,,,
419,12/30/2024,2025-01-01,CHOICE PHARMACY,Health & Wellness,Sale,-15.98,,,
420,12/30/2024,2025-01-01,SOFIAS PIZZA,Food & Drink,Sale,-50.96,,,
421,12/31/2024,2025-01-01,Time Out Market NY,Food & Drink,Sale,-30.49,,,
422,12/31/2024,2025-01-01,BROOKLYN ICE CREAM FAC,Food & Drink,Sale,-8.0,,,
