,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
113,06/17/2025,2025-06-18,RALPHS #0077,Groceries,Sale,-4.62,,,
114,06/17/2025,2025-06-18,SQ *OLD TOWN JERKY &amp; ROOT,Shopping,Sale,-9.99,,,
115,06/16/2025,2025-06-18,LION SLUSH &amp; SNACK,Food & Drink,Sale,-43.07,,,
116,06/17/2025,2025-06-17,Stone Brewing - Escond,Food & Drink,Sale,-57.04,,,
117,06/16/2025,2025-06-17,COSTCO GAS #0488,Gas,Sale,-30.75,,,
118,06/14/2025,2025-06-16,RALPHS #0077,Groceries,Sale,-112.62,,,
119,06/14/2025,2025-06-16,ROSS STORE #348,Shopping,Sale,-14.0,,,
120,06/15/2025,2025-06-16,CVS/PHARMACY #09963,Health & Wellness,Sale,-56.08,,,
121,06/13/2025,2025-06-16,CIRCUS LIQUOR LAX,Food & Drink,Sale,-5.69,,,
122,06/13/2025,2025-06-16,CIRCUS LIQUOR LAX,Food & Drink,Sale,-2.19,,,
123,06/15/2025,2025-06-16,SQ *CAMELLIA RD TEA BAR,Food & Drink,Sale,-15.7,,,
124,06/14/2025,2025-06-15,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-21.42,,,
125,06/14/2025,2025-06-15,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-31.77,,,
126,06/12/2025,2025-06-15,SUPERSTARCARWASH MISSION,Automotive,Sale,-25.0,,,
127,06/13/2025,2025-06-15,EXXON ROBERT V BATTERT,Gas,Sale,-23.48,,,
128,06/14/2025,2025-06-15,UCSD PARKING MOBILE EBIZ,Travel,Sale,-0.01,,,
129,06/13/2025,2025-06-15,UCSD PARKING MOBILE EBIZ,Travel,Sale,-3.68,,,
130,06/12/2025,2025-06-15,ROSS STORE #348,Shopping,Sale,-26.93,,,
131,06/12/2025,2025-06-15,SCRIPPS MEDICALFOUNDATION,Health & Wellness,Sale,-10.0,,,
132,06/12/2025,2025-06-13,SPICY HOUSE,Food & Drink,Sale,-150.4,,,
133,06/11/2025,2025-06-13,RALPHS #0077,Groceries,Sale,-12.98,,,
134,06/11/2025,2025-06-12,ULTRA MOBILE,Bills & Utilities,Sale,-32.14,,,
135,06/11/2025,2025-06-12,NIJIYA MARKET #33,Groceries,Sale,-1.99,,,
136,06/10/2025,2025-06-11,SAN DIEGO ZOO WEB STR,Shopping,Sale,-504.0,,,
137,06/07/2025,2025-06-08,COSTCO GAS #0488,Gas,Sale,-32.81,,,
138,06/06/2025,2025-06-08,RALPHS #0077,Groceries,Sale,-66.43,,,
139,06/07/2025,2025-06-08,COSTCO WHSE #0488,Shopping,Sale,-158.71,,,
140,06/07/2025,2025-06-08,PETCO 0559,Shopping,Sale,-35.0,,,
141,06/06/2025,2025-06-08,GOOGLE *Google One,Entertainment,Sale,-2.99,,,
142,06/08/2025,2025-06-08,MINT MOBILE,Bills & Utilities,Sale,-262.33,,,
143,06/04/2025,2025-06-06,M&amp;M MARKET,Shopping,Sale,-4.15,,,
144,06/04/2025,2025-06-05,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-36.89,,,
145,06/04/2025,2025-06-05,APF*Golden Gate Property,Professional Services,Sale,-65.0,,,
146,06/04/2025,2025-06-05,GOOGLE *YouTubePremium,Shopping,Sale,-13.99,,,
147,06/03/2025,2025-06-05,TST*HAVANA GRILL MISSION,Food & Drink,Sale,-148.66,,,
148,06/03/2025,2025-06-04,LEMONGRASS,Food & Drink,Sale,-8.89,,,
149,06/03/2025,2025-06-04,NORTHGATE MARKET #036,Groceries,Sale,-145.3,,,
150,06/01/2025,2025-06-03,TST*PACIFIC BEACH ALE HO,Food & Drink,Sale,-34.5,,,
151,06/02/2025,2025-06-02,Payment Thank You - Web,,Payment,2043.33,,,
152,06/01/2025,2025-06-02,SQ *WAYFARER BREAD,Food & Drink,Sale,-27.25,,,
153,05/30/2025,2025-06-01,RALPHS #0077,Groceries,Sale,-73.59,,,
154,05/30/2025,2025-06-01,SPO*CHULATACOSLLC,Food & Drink,Sale,-35.56,,,
155,05/31/2025,2025-06-01,GOOGLE *TikTok,Shopping,Sale,-0.99,,,
