,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
1009,01/07/2024,2024-01-09,RESTAURANTE CASA SAN I,Food & Drink,Sale,-106.93,,,
1010,01/07/2024,2024-01-09,RESTAURANTE CASA SAN I,Food & Drink,Sale,-88.74,,,
1011,01/07/2024,2024-01-09,BOLD*KAFO,Professional Services,Sale,-84.02,,,
1012,01/06/2024,2024-01-09,EDS TERPEL LAS VILLAS,Gas,Sale,-42.54,,,
1013,01/06/2024,2024-01-08,LA REBAJA PLUS N 2 MEL,Health & Wellness,Sale,-2.9,,,
1014,01/06/2024,2024-01-08,ESTACIONAMIENTO PQ LA CX9,Travel,Sale,-2.62,,,
1015,01/05/2024,2024-01-08,D PALOS,Food & Drink,Sale,-72.82,,,
1016,01/03/2024,2024-01-07,ANDARIEGO COFFEE TO GO,Food & Drink,Sale,-25.67,,,
1017,01/03/2024,2024-01-07,ANDARIEGO COFFEE TO GO,Food & Drink,Sale,-8.47,,,
1018,01/05/2024,2024-01-07,SOPESE,Food & Drink,Sale,-14.82,,,
1019,01/05/2024,2024-01-07,SOPESE,Food & Drink,Sale,-12.01,,,
1020,01/05/2024,2024-01-07,EDS LOS PINOS,Gas,Sale,-31.51,,,
1021,01/05/2024,2024-01-07,SOPESE,Food & Drink,Sale,-8.43,,,
1022,01/04/2024,2024-01-07,BALCON DEL QUINDIO,Food & Drink,Sale,-111.2,,,
1023,01/04/2024,2024-01-07,BOLD.CO,Professional Services,Sale,-26.82,,,
1024,01/03/2024,2024-01-05,RESTAURANTE PARRILA LO,Food & Drink,Sale,-93.67,,,
1025,01/02/2024,2024-01-04,40 PUENTES,Food & Drink,Sale,-106.38,,,
1026,01/02/2024,2024-01-04,40 PUENTES,Food & Drink,Sale,-32.57,,,
1027,01/02/2024,2024-01-04,RBM*ESTEFANIA VALENCIA,Food & Drink,Sale,-10.27,,,
1028,01/01/2024,2024-01-03,EL CARNERO RESTAURANTE,Food & Drink,Sale,-46.94,,,
1029,01/01/2024,2024-01-03,EL CARNERO RESTAURANTE,Food & Drink,Sale,-42.52,,,
1030,01/01/2024,2024-01-03,ENDULZA TU PASEO CALLE,Food & Drink,Sale,-17.4,,,
1031,01/01/2024,2024-01-03,DROGAS LA REBAJA COLIN,Health & Wellness,Sale,-9.3,,,
1032,01/01/2024,2024-01-03,EDS BRIO IBERIA,Gas,Sale,-37.12,,,
1033,01/01/2024,2024-01-03,ENDULZA TU PASEO CALLE,Food & Drink,Sale,-2.49,,,
1034,01/02/2024,2024-01-02,Payment Thank You-Mobile,,Payment,3365.28,,,
1035,12/31/2023,2024-01-02,DROGUERIA CC COLINA 13,Health & Wellness,Sale,-9.01,,,
1036,01/01/2024,2024-01-02,CARULLA SAN RAFAEL,Groceries,Sale,-5.0,,,
1037,12/31/2023,2024-01-02,DROG CRUZ VERDE SAN RA,Health & Wellness,Sale,-25.05,,,
1038,12/30/2023,2024-01-01,LA MERA MERA COCINA ME,Food & Drink,Sale,-30.25,,,
1039,12/30/2023,2024-01-01,HOMECENTER,Shopping,Sale,-60.65,,,
