,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
574,10/08/2024,2024-10-10,CA DMV FEE,Bills & Utilities,Sale,-8.37,,,
575,10/08/2024,2024-10-10,STATE OF CALIF DMV INT SC,Bills & Utilities,Sale,-429.0,,,
576,10/08/2024,2024-10-09,COSTCO WHSE #0488,Shopping,Sale,-49.59,,,
577,10/07/2024,2024-10-08,USCIS ELIS I907 W/I765,Bills & Utilities,Sale,-2155.0,,,
578,10/07/2024,2024-10-08,UCSD PASSPORT OFFICE,Education,Sale,-6.0,,,
579,10/06/2024,2024-10-07,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-20.58,,,
580,10/06/2024,2024-10-07,GOOGLE *Google One,Shopping,Sale,-0.75,,,
581,10/05/2024,2024-10-06,Payment Thank You - Web,,Payment,1109.12,,,
582,10/05/2024,2024-10-06,COSTCO WHSE #0488,Shopping,Sale,-245.73,,,
583,10/04/2024,2024-10-06,GOOGLE *YouTubePremium,Shopping,Sale,-7.99,,,
584,10/05/2024,2024-10-06,T.J. MAXX #1476,Shopping,Sale,-63.5,,,
585,10/03/2024,2024-10-04,LEMONGRASS,Food & Drink,Sale,-8.89,,,
586,10/01/2024,2024-10-03,REGAL RANCHO 16  0361,Entertainment,Sale,-20.57,,,
587,10/01/2024,2024-10-02,EPC*EPIC GAMES STORE,Entertainment,Sale,-4.99,,,
588,09/30/2024,2024-10-02,ROSS STORE #348,Shopping,Sale,-8.61,,,
589,09/30/2024,2024-10-01,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-36.89,,,
