,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
461,12/19/2024,2024-12-22,RALPHS #0077,Groceries,Sale,-6.28,,,
462,12/17/2024,2024-12-19,RALPHS #0077,Groceries,Sale,-8.43,,,
463,12/15/2024,2024-12-17,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-21.98,,,
464,12/15/2024,2024-12-17,TST*SEAPORT FUDGE FACTOR,Food & Drink,Sale,-14.04,,,
465,12/14/2024,2024-12-15,T.J. MAXX #1476,Shopping,Sale,-75.35,,,
466,12/14/2024,2024-12-15,RALPHS #0077,Groceries,Sale,-48.78,,,
467,12/12/2024,2024-12-13,RALPHS #0077,Groceries,Sale,-27.03,,,
468,12/12/2024,2024-12-13,RALPHS #0077,Groceries,Sale,-0.06,,,
469,12/12/2024,2024-12-13,M&amp;M MARKET,Shopping,Sale,-2.6,,,
470,12/13/2024,2024-12-13,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-36.89,,,
471,12/12/2024,2024-12-12,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-20.0,,,
472,12/08/2024,2024-12-10,TARGET        00014100,Shopping,Sale,-5.92,,,
473,12/07/2024,2024-12-09,TRADER JOE S #020,Groceries,Sale,-16.47,,,
474,12/08/2024,2024-12-09,COSTCO GAS #0488,Gas,Sale,-31.16,,,
475,12/08/2024,2024-12-09,COSTCO WHSE #0488,Shopping,Sale,-199.06,,,
476,12/07/2024,2024-12-09,DENNY'S #8743,Food & Drink,Sale,-67.78,,,
477,12/08/2024,2024-12-08,Payment Thank You - Web,,Payment,1405.76,,,
478,12/05/2024,2024-12-08,ROSS STORE #348,Shopping,Sale,-25.84,,,
479,12/06/2024,2024-12-08,LEMONGRASS,Food & Drink,Sale,-8.89,,,
480,12/06/2024,2024-12-06,GOOGLE *Google One,Shopping,Sale,-2.99,,,
481,12/04/2024,2024-12-05,GOOGLE *YouTubePremium,Shopping,Sale,-7.99,,,
482,12/02/2024,2024-12-03,COSTCO WHSE #0488,Shopping,Sale,-118.39,,,
483,11/29/2024,2024-12-01,PETCO VITAL CARE 4200,Shopping,Sale,-26.93,,,
484,11/29/2024,2024-12-01,RALPHS #0077,Groceries,Sale,-36.94,,,
